Order_ID,Product_ID,User_ID,Order_Date,Return_Date,Product_Category,Product_Price,Order_Quantity,Return_Reason,Return_Status,Days_to_Return,User_Age,User_Gender,User_Location,Payment_Method,Shipping_Method,Discount_Applied,total_value,is_returned,Age_Group,return_risk_score
ORD00005626,PROD00005626,USER00005626,07-11-24,,Clothing,220.34,2,,Not Returned,,64,Male,Other,PayPal,Standard,46.51,440.68,0,56–65,0.47624902086641024
ORD00005627,PROD00005627,USER00005627,30-05-24,,Clothing,211.3,1,,Not Returned,,57,Female,Other,PayPal,Standard,32.73,211.3,0,56–65,0.44322760006444945
ORD00005628,PROD00005628,USER00005628,07-02-24,01-10-24,Books,255.11,3,Changed mind,Returned,237.0,32,Male,Other,PayPal,Express,23.06,765.33,1,26–35,0.43285180402708845
ORD00005629,PROD00005629,USER00005629,16-08-24,02-02-24,Electronics,402.83,2,Defective,Returned,-196.0,57,Male,Other,Credit Card,Standard,44.98,805.66,1,56–65,0.5385372574319384
ORD00005630,PROD00005630,USER00005630,31-12-24,,Toys,497.39,2,,Not Returned,,65,Male,Other,PayPal,Standard,25.75,994.78,0,56–65,0.37508145157451545
ORD00005631,PROD00005631,USER00005631,13-03-23,,Clothing,223.76,1,,Not Returned,,59,Female,Other,PayPal,Standard,12.32,223.76,0,56–65,0.49065482133649996
ORD00005632,PROD00005632,USER00005632,14-11-24,,Clothing,225.98,2,,Not Returned,,47,Male,City86,PayPal,Next-Day,10.19,451.96,0,46–55,0.5213401451106927
ORD00005633,PROD00005633,USER00005633,15-06-24,,Electronics,204.91,3,,Not Returned,,69,Female,Other,Gift Card,Express,23.18,614.73,0,65+,0.5284487238808036
ORD00005634,PROD00005634,USER00005634,03-03-24,25-06-24,Electronics,194.48,5,Not as described,Returned,114.0,70,Male,Other,PayPal,Next-Day,32.61,972.4,1,65+,0.5071100822876503
ORD00005635,PROD00005635,USER00005635,05-02-24,,Clothing,312.68,3,,Not Returned,,55,Female,Other,Credit Card,Next-Day,43.57,938.04,0,46–55,0.44629997380785924
ORD00005636,PROD00005636,USER00005636,24-05-24,10-03-24,Clothing,84.36,1,Defective,Returned,-75.0,60,Male,Other,Gift Card,Next-Day,38.22,84.36,1,56–65,0.536830233647717
ORD00005637,PROD00005637,USER00005637,31-01-24,,Clothing,484.84,1,,Not Returned,,18,Male,Other,Debit Card,Standard,27.05,484.84,0,,0.5092751273189072
ORD00005638,PROD00005638,USER00005638,15-10-23,,Home,191.13,4,,Not Returned,,22,Male,Other,Debit Card,Standard,42.56,764.52,0,18–25,0.5561963653276186
ORD00005639,PROD00005639,USER00005639,15-07-23,,Home,138.44,4,,Not Returned,,37,Female,City36,Debit Card,Standard,44.91,553.76,0,36–45,0.46339639838273056
ORD00005640,PROD00005640,USER00005640,28-12-24,,Books,130.88,2,,Not Returned,,49,Male,Other,Credit Card,Next-Day,25.17,261.76,0,46–55,0.4686820839238034
ORD00005641,PROD00005641,USER00005641,19-12-23,,Books,465.75,5,,Not Returned,,56,Male,Other,PayPal,Next-Day,25.66,2328.75,0,56–65,0.5057492610271083
ORD00005642,PROD00005642,USER00005642,06-06-24,,Electronics,392.42,5,,Not Returned,,57,Male,Other,Credit Card,Express,31.89,1962.1000000000001,0,56–65,0.49060007627755925
ORD00005643,PROD00005643,USER00005643,21-06-24,,Toys,322.96,1,,Not Returned,,46,Male,Other,Credit Card,Standard,44.57,322.96,0,46–55,0.596920135505078
ORD00005644,PROD00005644,USER00005644,20-03-23,,Toys,64.82,2,,Not Returned,,50,Male,Other,PayPal,Express,24.84,129.64,0,46–55,0.4858175033568009
ORD00005645,PROD00005645,USER00005645,13-09-24,07-09-24,Toys,114.65,5,Wrong item,Returned,-6.0,30,Female,Other,Debit Card,Standard,49.2,573.25,1,26–35,0.49624758316145956
ORD00005646,PROD00005646,USER00005646,26-11-23,,Toys,140.35,3,,Not Returned,,46,Female,Other,Debit Card,Express,18.14,421.04999999999995,0,46–55,0.4872881389382859
ORD00005647,PROD00005647,USER00005647,10-03-23,,Clothing,42.3,5,,Not Returned,,31,Female,Other,Gift Card,Next-Day,11.89,211.5,0,26–35,0.5337663094647507
ORD00005648,PROD00005648,USER00005648,24-01-24,03-02-23,Electronics,400.39,1,Defective,Returned,-355.0,40,Female,Other,Debit Card,Next-Day,7.36,400.39,1,36–45,0.3988161358946264
ORD00005649,PROD00005649,USER00005649,12-12-23,,Clothing,383.65,1,,Not Returned,,47,Female,City28,Debit Card,Next-Day,5.35,383.65,0,46–55,0.49550396755943216
ORD00005650,PROD00005650,USER00005650,17-11-23,,Clothing,427.58,2,,Not Returned,,22,Male,Other,PayPal,Next-Day,17.26,855.16,0,18–25,0.4975696611417935
ORD00005651,PROD00005651,USER00005651,05-10-23,,Clothing,195.07,1,,Not Returned,,54,Male,Other,Credit Card,Standard,19.11,195.07,0,46–55,0.5033918548020127
ORD00005652,PROD00005652,USER00005652,06-01-23,,Home,450.7,4,,Not Returned,,50,Female,Other,Debit Card,Next-Day,3.61,1802.8,0,46–55,0.46918579899614604
ORD00005653,PROD00005653,USER00005653,09-03-23,27-11-23,Home,68.09,5,Wrong item,Returned,263.0,59,Male,Other,Credit Card,Express,14.62,340.45000000000005,1,56–65,0.5109815542574943
ORD00005654,PROD00005654,USER00005654,09-12-24,,Toys,288.15,4,,Not Returned,,48,Male,Other,Credit Card,Next-Day,10.62,1152.6,0,46–55,0.3833845632708206
ORD00005655,PROD00005655,USER00005655,23-03-23,28-11-23,Home,371.12,1,Wrong item,Returned,250.0,50,Female,Other,Gift Card,Standard,39.62,371.12,1,46–55,0.5023570839901162
ORD00005656,PROD00005656,USER00005656,12-09-24,23-08-24,Toys,29.71,4,Not as described,Returned,-20.0,43,Female,Other,Debit Card,Next-Day,46.51,118.84,1,36–45,0.5513106426492793
ORD00005657,PROD00005657,USER00005657,12-07-24,,Home,359.49,3,,Not Returned,,29,Male,Other,Gift Card,Standard,35.46,1078.47,0,26–35,0.4178939265310281
ORD00005658,PROD00005658,USER00005658,08-11-24,23-01-24,Books,279.15,4,Wrong item,Returned,-290.0,47,Female,City81,PayPal,Standard,15.29,1116.6,1,46–55,0.4932465519612831
ORD00005659,PROD00005659,USER00005659,01-07-23,,Electronics,18.1,2,,Not Returned,,39,Female,Other,Credit Card,Express,15.61,36.2,0,36–45,0.5388444186310425
ORD00005660,PROD00005660,USER00005660,08-07-24,24-06-23,Electronics,103.9,1,Changed mind,Returned,-380.0,21,Female,Other,Credit Card,Express,19.02,103.9,1,18–25,0.6517395265985811
ORD00005661,PROD00005661,USER00005661,14-03-24,,Toys,103.37,3,,Not Returned,,59,Female,Other,Credit Card,Next-Day,26.15,310.11,0,56–65,0.4641832116099454
ORD00005662,PROD00005662,USER00005662,15-07-24,24-08-23,Home,61.25,1,Defective,Returned,-326.0,49,Female,Other,PayPal,Express,16.95,61.25,1,46–55,0.5751667840335261
ORD00005663,PROD00005663,USER00005663,14-12-23,,Books,170.12,5,,Not Returned,,25,Female,Other,Debit Card,Standard,4.12,850.6,0,18–25,0.5030904723511674
ORD00005664,PROD00005664,USER00005664,29-09-23,,Books,478.0,3,,Not Returned,,23,Female,City43,Debit Card,Standard,18.46,1434.0,0,18–25,0.5664488173560206
ORD00005665,PROD00005665,USER00005665,15-07-23,,Home,80.16,5,,Not Returned,,62,Female,Other,Debit Card,Express,47.91,400.79999999999995,0,56–65,0.4767414555167153
ORD00005666,PROD00005666,USER00005666,12-01-24,,Toys,252.97,4,,Not Returned,,35,Male,Other,PayPal,Express,16.25,1011.88,0,26–35,0.5107986763429815
ORD00005667,PROD00005667,USER00005667,03-03-24,08-04-23,Electronics,483.13,1,Wrong item,Returned,-330.0,62,Female,City81,Credit Card,Next-Day,22.99,483.13,1,56–65,0.49141990683150594
ORD00005668,PROD00005668,USER00005668,16-06-24,,Home,275.92,5,,Not Returned,,67,Male,City26,Credit Card,Next-Day,8.88,1379.6000000000001,0,65+,0.49394914209826735
ORD00005669,PROD00005669,USER00005669,19-09-23,,Books,266.66,4,,Not Returned,,58,Female,Other,Debit Card,Next-Day,6.95,1066.64,0,56–65,0.4782252237426691
ORD00005670,PROD00005670,USER00005670,29-07-24,30-08-24,Electronics,12.37,1,Defective,Returned,32.0,43,Male,Other,Debit Card,Next-Day,5.74,12.37,1,36–45,0.5780589889299133
ORD00005671,PROD00005671,USER00005671,25-07-24,,Books,67.16,1,,Not Returned,,63,Female,Other,PayPal,Express,5.71,67.16,0,56–65,0.3897772207723029
ORD00005672,PROD00005672,USER00005672,01-02-23,,Electronics,283.62,4,,Not Returned,,47,Female,Other,Debit Card,Standard,34.13,1134.48,0,46–55,0.44486378256697645
ORD00005673,PROD00005673,USER00005673,30-11-23,,Electronics,156.38,4,,Not Returned,,48,Male,Other,Credit Card,Next-Day,11.33,625.52,0,46–55,0.5242003120651685
ORD00005674,PROD00005674,USER00005674,12-12-23,,Home,8.47,4,,Not Returned,,54,Male,City81,Credit Card,Standard,15.9,33.88,0,46–55,0.4802253380571405
ORD00005675,PROD00005675,USER00005675,05-11-23,07-09-24,Clothing,476.19,3,Wrong item,Returned,307.0,41,Female,Other,Credit Card,Express,20.4,1428.57,1,36–45,0.5467152954599189
ORD00005676,PROD00005676,USER00005676,31-08-24,30-07-23,Clothing,464.42,5,Changed mind,Returned,-398.0,31,Female,Other,Debit Card,Next-Day,18.05,2322.1,1,26–35,0.4903892626091055
ORD00005677,PROD00005677,USER00005677,26-10-24,06-08-23,Electronics,141.1,2,Wrong item,Returned,-447.0,50,Female,Other,Debit Card,Standard,10.44,282.2,1,46–55,0.5165934439905354
ORD00005678,PROD00005678,USER00005678,25-11-23,,Electronics,107.21,1,,Not Returned,,19,Female,Other,Credit Card,Express,42.63,107.21,0,18–25,0.5563553125463404
ORD00005679,PROD00005679,USER00005679,18-03-24,,Electronics,272.91,3,,Not Returned,,58,Female,Other,PayPal,Standard,12.41,818.73,0,56–65,0.485052572866664
ORD00005680,PROD00005680,USER00005680,15-07-23,,Books,329.38,5,,Not Returned,,62,Female,Other,Gift Card,Express,12.28,1646.9,0,56–65,0.4927552980831681
ORD00005681,PROD00005681,USER00005681,08-11-23,03-06-24,Electronics,243.93,4,Not as described,Returned,208.0,19,Female,Other,PayPal,Express,36.8,975.72,1,18–25,0.5179593246067958
ORD00005682,PROD00005682,USER00005682,08-02-23,21-01-23,Toys,352.59,3,Not as described,Returned,-18.0,31,Female,Other,PayPal,Express,46.01,1057.77,1,26–35,0.5580465474907782
ORD00005683,PROD00005683,USER00005683,04-06-24,,Toys,390.69,5,,Not Returned,,19,Female,Other,Gift Card,Next-Day,47.5,1953.45,0,18–25,0.5211184303772877
ORD00005684,PROD00005684,USER00005684,07-12-24,30-12-24,Home,43.17,5,Defective,Returned,23.0,33,Male,Other,Debit Card,Express,23.58,215.85000000000002,1,26–35,0.5353051079518784
ORD00005685,PROD00005685,USER00005685,06-10-23,,Home,281.96,5,,Not Returned,,67,Female,Other,PayPal,Express,30.97,1409.8,0,65+,0.4253849842230817
ORD00005686,PROD00005686,USER00005686,07-06-23,,Electronics,208.89,5,,Not Returned,,32,Male,Other,Gift Card,Express,8.87,1044.4499999999998,0,26–35,0.6021386687267516
ORD00005687,PROD00005687,USER00005687,12-08-23,19-10-24,Toys,83.97,2,Not as described,Returned,434.0,34,Male,Other,PayPal,Express,41.89,167.94,1,26–35,0.5254158801666986
ORD00005688,PROD00005688,USER00005688,23-06-23,11-10-23,Home,215.75,4,Wrong item,Returned,110.0,22,Female,Other,Gift Card,Express,10.6,863.0,1,18–25,0.4745701180379302
ORD00005689,PROD00005689,USER00005689,10-07-24,,Clothing,337.82,2,,Not Returned,,29,Male,City43,Credit Card,Express,37.97,675.64,0,26–35,0.6114366088904212
ORD00005690,PROD00005690,USER00005690,22-12-24,,Electronics,402.59,5,,Not Returned,,50,Male,Other,Debit Card,Next-Day,16.05,2012.9499999999998,0,46–55,0.5113195917666227
ORD00005691,PROD00005691,USER00005691,16-02-24,,Books,323.43,2,,Not Returned,,59,Female,Other,Gift Card,Express,25.4,646.86,0,56–65,0.5401316562099902
ORD00005692,PROD00005692,USER00005692,04-04-23,24-07-23,Books,400.25,3,Changed mind,Returned,111.0,20,Female,Other,PayPal,Next-Day,30.88,1200.75,1,18–25,0.4921042009193433
ORD00005693,PROD00005693,USER00005693,18-04-24,24-12-23,Clothing,40.49,2,Wrong item,Returned,-116.0,42,Female,Other,Credit Card,Express,39.73,80.98,1,36–45,0.5699048392692858
ORD00005694,PROD00005694,USER00005694,09-08-23,,Electronics,295.18,3,,Not Returned,,39,Female,Other,Debit Card,Standard,27.51,885.54,0,36–45,0.46291487485091676
ORD00005695,PROD00005695,USER00005695,02-02-23,24-02-24,Books,316.96,4,Defective,Returned,387.0,44,Female,Other,Gift Card,Express,13.12,1267.84,1,36–45,0.5057840325800165
ORD00005696,PROD00005696,USER00005696,27-05-23,,Toys,121.84,4,,Not Returned,,55,Male,Other,Credit Card,Express,48.82,487.36,0,46–55,0.4440791582648861
ORD00005697,PROD00005697,USER00005697,05-11-24,25-03-24,Toys,190.53,2,Changed mind,Returned,-225.0,47,Female,Other,PayPal,Standard,25.31,381.06,1,46–55,0.49956959887177627
ORD00005698,PROD00005698,USER00005698,01-04-23,,Clothing,354.94,4,,Not Returned,,37,Female,Other,PayPal,Standard,44.72,1419.76,0,36–45,0.55968123720912
ORD00005699,PROD00005699,USER00005699,06-09-23,,Electronics,153.94,2,,Not Returned,,32,Female,Other,PayPal,Standard,21.38,307.88,0,26–35,0.4719411280319126
ORD00005700,PROD00005700,USER00005700,18-04-23,,Books,353.91,5,,Not Returned,,60,Male,Other,Gift Card,Standard,23.87,1769.5500000000002,0,56–65,0.48498968144309046
ORD00005701,PROD00005701,USER00005701,19-02-23,,Books,222.82,4,,Not Returned,,55,Male,Other,Gift Card,Standard,26.6,891.28,0,46–55,0.5113240788258254
ORD00005702,PROD00005702,USER00005702,22-10-23,24-07-24,Electronics,191.24,5,Defective,Returned,276.0,25,Female,Other,Debit Card,Standard,10.69,956.2,1,18–25,0.46146655280104765
ORD00005703,PROD00005703,USER00005703,21-08-24,,Clothing,470.4,3,,Not Returned,,28,Female,Other,Gift Card,Next-Day,8.2,1411.1999999999998,0,26–35,0.6101757415592941
ORD00005704,PROD00005704,USER00005704,07-07-24,10-04-23,Toys,167.79,4,Defective,Returned,-454.0,63,Male,Other,Gift Card,Standard,32.41,671.16,1,56–65,0.4288209228005319
ORD00005705,PROD00005705,USER00005705,30-05-23,12-11-24,Clothing,375.55,5,Wrong item,Returned,532.0,34,Male,Other,Debit Card,Standard,36.74,1877.75,1,26–35,0.5232667675824749
ORD00005706,PROD00005706,USER00005706,09-12-23,,Clothing,252.92,2,,Not Returned,,56,Female,Other,Credit Card,Next-Day,43.52,505.84,0,56–65,0.5478107628120998
ORD00005707,PROD00005707,USER00005707,17-01-23,25-09-24,Clothing,348.47,2,Not as described,Returned,617.0,30,Female,Other,PayPal,Next-Day,21.24,696.94,1,26–35,0.5571121002154504
ORD00005708,PROD00005708,USER00005708,30-11-23,19-04-23,Clothing,358.87,3,Changed mind,Returned,-225.0,58,Male,Other,Debit Card,Next-Day,36.69,1076.6100000000001,1,56–65,0.5363432244634656
ORD00005709,PROD00005709,USER00005709,03-12-24,,Books,313.99,1,,Not Returned,,42,Female,Other,Credit Card,Express,4.04,313.99,0,36–45,0.5268691294384695
ORD00005710,PROD00005710,USER00005710,04-06-24,26-03-24,Books,450.42,4,Defective,Returned,-70.0,39,Female,Other,Debit Card,Next-Day,49.02,1801.68,1,36–45,0.5415584501989068
ORD00005711,PROD00005711,USER00005711,14-01-23,31-07-24,Clothing,147.78,4,Not as described,Returned,564.0,41,Female,Other,Gift Card,Next-Day,14.54,591.12,1,36–45,0.55675297752112
ORD00005712,PROD00005712,USER00005712,05-12-24,,Home,155.42,5,,Not Returned,,59,Female,Other,PayPal,Next-Day,27.17,777.0999999999999,0,56–65,0.4965862321545012
ORD00005713,PROD00005713,USER00005713,07-03-23,29-04-24,Books,7.13,1,Wrong item,Returned,419.0,31,Female,Other,Debit Card,Express,31.75,7.13,1,26–35,0.5980856658678456
ORD00005714,PROD00005714,USER00005714,13-12-24,25-07-24,Clothing,393.12,2,Wrong item,Returned,-141.0,24,Male,Other,Gift Card,Standard,41.81,786.24,1,18–25,0.5137779917025004
ORD00005715,PROD00005715,USER00005715,21-10-24,,Electronics,150.64,1,,Not Returned,,63,Male,Other,PayPal,Express,15.95,150.64,0,56–65,0.4773005334217674
ORD00005716,PROD00005716,USER00005716,23-01-23,14-01-24,Books,370.45,5,Changed mind,Returned,356.0,25,Male,Other,Debit Card,Standard,9.26,1852.25,1,18–25,0.45019759403698917
ORD00005717,PROD00005717,USER00005717,20-11-23,,Home,217.15,3,,Not Returned,,55,Female,Other,Debit Card,Express,16.6,651.45,0,46–55,0.557488335494029
ORD00005718,PROD00005718,USER00005718,19-10-23,13-10-24,Toys,54.76,1,Defective,Returned,360.0,33,Male,Other,Gift Card,Standard,18.21,54.76,1,26–35,0.4988795210614948
ORD00005719,PROD00005719,USER00005719,19-01-23,11-09-24,Home,352.05,4,Wrong item,Returned,601.0,40,Male,Other,PayPal,Next-Day,33.99,1408.2,1,36–45,0.6328479308199743
ORD00005720,PROD00005720,USER00005720,30-06-23,19-03-24,Toys,158.11,3,Changed mind,Returned,263.0,18,Female,Other,Credit Card,Standard,43.11,474.33000000000004,1,,0.6105328250160794
ORD00005721,PROD00005721,USER00005721,08-05-23,09-12-23,Books,94.02,4,Not as described,Returned,215.0,18,Female,Other,Credit Card,Standard,45.98,376.08,1,,0.4570877108914589
ORD00005722,PROD00005722,USER00005722,15-11-23,19-02-23,Home,158.89,4,Not as described,Returned,-269.0,32,Female,Other,Debit Card,Standard,21.94,635.56,1,26–35,0.5616292176007097
ORD00005723,PROD00005723,USER00005723,25-03-23,,Clothing,172.37,3,,Not Returned,,18,Female,Other,Debit Card,Next-Day,23.93,517.11,0,,0.44793382031777124
ORD00005724,PROD00005724,USER00005724,08-04-23,19-09-24,Home,338.47,4,Not as described,Returned,530.0,23,Male,Other,PayPal,Express,40.45,1353.88,1,18–25,0.5510752049345452
ORD00005725,PROD00005725,USER00005725,30-01-24,30-08-23,Books,311.28,5,Not as described,Returned,-153.0,52,Female,Other,Credit Card,Standard,11.94,1556.3999999999999,1,46–55,0.5001640175182744
ORD00005726,PROD00005726,USER00005726,07-05-24,13-08-24,Toys,104.05,5,Not as described,Returned,98.0,30,Male,City43,Credit Card,Next-Day,12.09,520.25,1,26–35,0.5687860204953279
ORD00005727,PROD00005727,USER00005727,20-06-23,,Clothing,110.24,4,,Not Returned,,47,Female,Other,Credit Card,Express,9.46,440.96,0,46–55,0.4818187259316945
ORD00005728,PROD00005728,USER00005728,09-08-23,23-02-23,Books,58.11,4,Not as described,Returned,-167.0,23,Female,Other,PayPal,Next-Day,47.32,232.44,1,18–25,0.515711619575504
ORD00005729,PROD00005729,USER00005729,08-03-23,04-01-23,Books,267.98,5,Not as described,Returned,-63.0,18,Male,Other,PayPal,Standard,3.81,1339.9,1,,0.5077815060143028
ORD00005730,PROD00005730,USER00005730,04-08-23,,Clothing,79.4,2,,Not Returned,,30,Female,Other,Gift Card,Standard,5.37,158.8,0,26–35,0.5099238721497606
ORD00005731,PROD00005731,USER00005731,18-04-24,08-02-24,Electronics,223.47,4,Defective,Returned,-70.0,70,Female,Other,Gift Card,Standard,5.89,893.88,1,65+,0.4855874382605963
ORD00005732,PROD00005732,USER00005732,17-01-24,,Electronics,70.92,4,,Not Returned,,53,Female,Other,Debit Card,Standard,39.36,283.68,0,46–55,0.4302773607655966
ORD00005733,PROD00005733,USER00005733,13-11-23,04-04-23,Clothing,171.57,2,Not as described,Returned,-223.0,26,Male,Other,Debit Card,Standard,37.34,343.14,1,26–35,0.5617350311039436
ORD00005734,PROD00005734,USER00005734,01-09-23,,Home,273.84,1,,Not Returned,,33,Female,Other,Gift Card,Next-Day,34.94,273.84,0,26–35,0.44873524260720843
ORD00005735,PROD00005735,USER00005735,11-07-23,30-07-24,Toys,350.5,2,Defective,Returned,385.0,22,Male,Other,PayPal,Standard,13.46,701.0,1,18–25,0.5209679482846211
ORD00005736,PROD00005736,USER00005736,07-11-24,,Home,89.31,3,,Not Returned,,46,Female,City28,Debit Card,Express,26.22,267.93,0,46–55,0.4987332733343042
ORD00005737,PROD00005737,USER00005737,28-05-23,02-09-23,Clothing,50.8,5,Wrong item,Returned,97.0,69,Female,Other,Gift Card,Next-Day,31.06,254.0,1,65+,0.49072072999581773
ORD00005738,PROD00005738,USER00005738,07-08-24,01-11-24,Clothing,280.32,1,Changed mind,Returned,86.0,68,Female,City26,Credit Card,Express,4.93,280.32,1,65+,0.514689278029572
ORD00005739,PROD00005739,USER00005739,26-05-23,28-10-24,Home,68.24,5,Defective,Returned,521.0,37,Male,City28,Credit Card,Standard,10.47,341.2,1,36–45,0.4822219643227558
ORD00005740,PROD00005740,USER00005740,03-09-24,27-12-23,Home,144.63,1,Wrong item,Returned,-251.0,66,Male,Other,Credit Card,Express,38.81,144.63,1,65+,0.4763611511078097
ORD00005741,PROD00005741,USER00005741,06-04-24,07-01-23,Toys,463.31,4,Changed mind,Returned,-455.0,55,Male,Other,Gift Card,Express,25.88,1853.24,1,46–55,0.5203221808229004
ORD00005742,PROD00005742,USER00005742,30-12-24,24-07-23,Clothing,267.6,2,Changed mind,Returned,-525.0,57,Female,City86,PayPal,Express,48.93,535.2,1,56–65,0.5626559469081177
ORD00005743,PROD00005743,USER00005743,06-12-23,10-03-24,Home,170.89,3,Defective,Returned,95.0,23,Male,City43,PayPal,Next-Day,46.18,512.67,1,18–25,0.6022462386108246
ORD00005744,PROD00005744,USER00005744,11-02-23,,Books,117.27,4,,Not Returned,,31,Female,Other,Credit Card,Standard,7.49,469.08,0,26–35,0.4366335899562565
ORD00005745,PROD00005745,USER00005745,12-10-24,29-11-23,Electronics,274.17,5,Not as described,Returned,-318.0,61,Male,Other,Gift Card,Next-Day,19.32,1370.8500000000001,1,56–65,0.506175500250045
ORD00005746,PROD00005746,USER00005746,26-01-23,,Home,455.33,5,,Not Returned,,50,Female,Other,Debit Card,Express,25.24,2276.65,0,46–55,0.46764321040490053
ORD00005747,PROD00005747,USER00005747,12-02-24,15-03-23,Books,240.4,1,Not as described,Returned,-334.0,34,Female,Other,Debit Card,Standard,4.23,240.4,1,26–35,0.49199718531149556
ORD00005748,PROD00005748,USER00005748,04-09-23,,Toys,73.74,4,,Not Returned,,64,Female,Other,PayPal,Express,43.46,294.96,0,56–65,0.5586950284225916
ORD00005749,PROD00005749,USER00005749,10-01-24,,Books,255.59,4,,Not Returned,,66,Male,Other,Debit Card,Express,21.53,1022.36,0,65+,0.5069736338749388
ORD00005750,PROD00005750,USER00005750,30-08-24,04-03-23,Clothing,115.47,4,Changed mind,Returned,-545.0,70,Male,Other,Credit Card,Next-Day,20.85,461.88,1,65+,0.47570521331192495
ORD00005751,PROD00005751,USER00005751,21-09-24,29-12-23,Clothing,284.28,2,Defective,Returned,-267.0,49,Male,Other,Credit Card,Standard,39.3,568.56,1,46–55,0.4546665196502997
ORD00005752,PROD00005752,USER00005752,17-04-23,20-08-23,Electronics,273.1,1,Not as described,Returned,125.0,31,Female,Other,Gift Card,Standard,22.25,273.1,1,26–35,0.5246624237198373
ORD00005753,PROD00005753,USER00005753,15-04-24,,Books,481.73,4,,Not Returned,,18,Male,Other,Credit Card,Next-Day,18.28,1926.92,0,,0.5135206677601223
ORD00005754,PROD00005754,USER00005754,05-08-24,,Clothing,308.85,4,,Not Returned,,44,Male,Other,Credit Card,Standard,0.26,1235.4,0,36–45,0.5380576766313871
ORD00005755,PROD00005755,USER00005755,25-11-24,09-06-23,Clothing,138.1,1,Defective,Returned,-535.0,56,Female,Other,Debit Card,Express,29.06,138.1,1,56–65,0.485533824062483
ORD00005756,PROD00005756,USER00005756,11-01-24,,Books,334.38,5,,Not Returned,,45,Female,Other,Debit Card,Standard,20.23,1671.9,0,36–45,0.5118126804363421
ORD00005757,PROD00005757,USER00005757,05-03-23,21-02-23,Books,351.74,2,Changed mind,Returned,-12.0,35,Female,Other,Credit Card,Express,18.84,703.48,1,26–35,0.5415901126623219
ORD00005758,PROD00005758,USER00005758,22-05-24,03-10-23,Home,58.32,1,Defective,Returned,-232.0,46,Female,Other,Gift Card,Express,19.24,58.32,1,46–55,0.44226310413891456
ORD00005759,PROD00005759,USER00005759,02-08-23,,Clothing,252.42,1,,Not Returned,,50,Male,Other,PayPal,Standard,49.64,252.42,0,46–55,0.5681591832310827
ORD00005760,PROD00005760,USER00005760,18-02-24,,Electronics,364.11,2,,Not Returned,,20,Male,Other,Debit Card,Express,5.86,728.22,0,18–25,0.4983747081823454
ORD00005761,PROD00005761,USER00005761,10-08-24,,Electronics,249.56,1,,Not Returned,,70,Male,Other,Credit Card,Next-Day,19.22,249.56,0,65+,0.5373475123539863
ORD00005762,PROD00005762,USER00005762,12-10-23,,Books,272.44,4,,Not Returned,,52,Male,Other,Gift Card,Standard,8.17,1089.76,0,46–55,0.4826947700097603
ORD00005763,PROD00005763,USER00005763,27-05-23,30-04-24,Electronics,307.17,1,Wrong item,Returned,339.0,61,Female,Other,Credit Card,Next-Day,19.28,307.17,1,56–65,0.4933017031353027
ORD00005764,PROD00005764,USER00005764,02-11-23,21-06-24,Books,73.97,3,Not as described,Returned,232.0,22,Male,Other,Debit Card,Next-Day,12.11,221.91,1,18–25,0.4451041822849651
ORD00005765,PROD00005765,USER00005765,13-12-23,,Clothing,121.02,4,,Not Returned,,46,Male,City36,Credit Card,Next-Day,26.6,484.08,0,46–55,0.4767398352544365
ORD00005766,PROD00005766,USER00005766,21-02-24,,Electronics,171.17,3,,Not Returned,,38,Female,Other,Credit Card,Next-Day,31.25,513.51,0,36–45,0.5379620436524107
ORD00005767,PROD00005767,USER00005767,07-04-24,,Clothing,241.59,3,,Not Returned,,38,Female,Other,Credit Card,Express,9.88,724.77,0,36–45,0.476518152613221
ORD00005768,PROD00005768,USER00005768,17-08-23,,Home,240.0,5,,Not Returned,,54,Male,Other,Credit Card,Express,11.06,1200.0,0,46–55,0.39609928170862124
ORD00005769,PROD00005769,USER00005769,07-11-24,07-07-24,Books,15.39,3,Changed mind,Returned,-123.0,33,Female,Other,Debit Card,Next-Day,9.52,46.17,1,26–35,0.5097051912038904
ORD00005770,PROD00005770,USER00005770,23-06-24,,Toys,131.96,5,,Not Returned,,30,Female,Other,Gift Card,Express,24.61,659.8000000000001,0,26–35,0.47597301704341816
ORD00005771,PROD00005771,USER00005771,02-10-23,,Books,221.14,2,,Not Returned,,24,Male,Other,PayPal,Express,38.18,442.28,0,18–25,0.5188519418062253
ORD00005772,PROD00005772,USER00005772,15-04-23,,Electronics,468.99,1,,Not Returned,,32,Female,Other,Gift Card,Standard,19.88,468.99,0,26–35,0.47740477641063966
ORD00005773,PROD00005773,USER00005773,12-09-24,21-01-23,Electronics,431.47,2,Not as described,Returned,-600.0,64,Female,Other,PayPal,Next-Day,15.65,862.94,1,56–65,0.4930708029463997
ORD00005774,PROD00005774,USER00005774,16-04-23,02-10-23,Electronics,303.96,5,Not as described,Returned,169.0,46,Female,Other,PayPal,Standard,49.29,1519.8,1,46–55,0.6215093554595752
ORD00005775,PROD00005775,USER00005775,28-08-23,,Books,231.84,4,,Not Returned,,38,Male,Other,PayPal,Next-Day,5.84,927.36,0,36–45,0.39401703551251993
ORD00005776,PROD00005776,USER00005776,14-05-24,06-04-23,Books,179.68,3,Not as described,Returned,-404.0,26,Female,Other,Debit Card,Express,34.43,539.04,1,26–35,0.5283566904761351
